Title,Abstract,Relevance,Probability
Raising the Dead: The Bioarchaeology of the Saite and Roman Period Wall of the Crow Cemetery in Giza,"This dissertation examines the extent to which sociopolitical changes from the Saite to Roman periods of Egyptian history affected the lives of a non-elite population from the Memphite region in Lower Egypt. This examination is accomplished through a multidimensional bioarchaeological approach that considers evidence of skeletal stress in remains from the Wall of the Crow Cemetery in Giza, in combination with archaeological and historical data. Written sources suggest that while Memphite region was relatively stable and prosperous during the Saite period, the early to mid-Roman period was instead characterized by increasing oppression and segregation of the native Egyptian population. To investigate whether or not this supposedly harsh treatment of the general population by the Romans is supported by skeletal evidence, frequencies of non-specific skeletal stress markers were compared between the Saite and Roman period cemetery populations from the Wall of the Crow Cemetery at Giza. In addition, historical data suggest that women were more marginalized during the Roman period than during the earlier Saite period. To examine whether sex-based health disparities increased through time as a result of this marginalization, frequencies of skeletal stress markers were also compared between the sexes, within and between the two periods. Changes in mortuary treatment amongst the elite were quite drastic from the Saite to the Roman period. The Wall of the Crow material, however, suggests that the adaptations to evolving funerary beliefs amongst the non-elite were more subtle. By paying close attention to the mortuary context of the burials in conjunction with skeletal data, the present study examines the ways in which a likely non-literate population internalized the developments in funerary liturgy effected by the literate elite, and how and whether these adaptations were age- or sex-specific. Finally, a large portion of this research project was devoted to the creation of a standardized database that allowed for the integration of skeletal and contextual data. The development of the database is outlined in the methodology chapter of this dissertation, and a central aim of the present research is to make the database template available to other researchers. The dissertation is organized as follows: Part I provides the background to the study, and is divided in four chapters. Chapter Two outlines the historical and political background of the Saite and Roman periods in Egypt, as well as the social impact of political change and the fluctuating fortunes of the country on the general population. Chapter Three summarizes the theoretical perspectives at the basis of mortuary archaeology and bioarchaeology, and provides a review of recent work on Egyptian material. The specific aspects of skeletal stress and mortuary analysis utilized for the present study, as well as difficulties with interpretation, are outlined in Chapter Four. Part II of the dissertation places the Wall of the Crow human remains and associated artifacts in their cultural context. Chapter Five describes mortuary practices in Saite and Roman Egypt, while Chapter Six considers the landscape of Giza in a religious and mortuary context. Part III presents the data. Chapter Seven sets out the research questions and hypotheses underpinning the study, Chapter Eight describes the site and the archaeological materials, and Chapter Nine provides the methods used in the analysis. Chapter Ten presents the results of the skeletal and mortuary analysis, while Chapter Eleven pays special attention to the non-adults in the material. Finally, Part IV contains the interpretation of the findings in two chapters: Chapter Twelve provides the discussion, and the final conclusions are presented in Chapter Thirteen.",0,0.0
"Diversity, Form, and Function Within the Marine Mammal Microbiota","Animals can be viewed as complex, co-evolving networks of microbes and host cells. Understanding the diversity, form, and function of microbes associated with different animals is therefore essential to understanding the patterns and processes underlying evolution across all domains of life. Extant marine mammals present an interesting opportunity to study the microbiota of animals with an unusual lifestyle that has arisen independently six times since the time of their last common ancestor. The manner in which the marine mammal-associated microbiota has evolved in response to the host's marine lifestyle remains unclear. In this thesis, I describe three studies of the microbiota of marine mammals. In the first, I characterize bacterial community composition associated with sea otters, which are a keystone species that is listed as endangered by the IUCN. They are also the sole representatives of an entire lineage of marine mammal. The findings suggest that environment plays a major role in structuring sea otter-associated bacterial community composition and raises the question of whether sea otters may have a reduced bacterial biomass in their guts compared to other mammals. As seen in other marine mammal species, results show that sea otters host a diversity of ‘microbial dark matter'. In chapter two of this thesis, I study such ‘microbial dark matter' present in the dolphin mouth and propose two new bacterial phyla ( Candidatus Delphibacteria and Candidatus Fertabacteria), the former of which our metabolic reconstruction suggests may have a direct effect on dolphin physiology and health. In the third chapter of my thesis, I operate under the assumption that novel phylogenetic diversity is correlated with novel functional diversity, and thereby discover a previously uncharacterized rectangular microbe in dolphin oral samples with several unusual morphological features, such as pili-like appendages whose architecture differs substantially from known surface structures seen in bacteria and archaea. A single-cell genomics experiment suggested that this microbe was a type of bacteria from one of the following three groups: Bacteroidetes, TM7, or Epsilonproteobacteria. Collectively, these studies provide insight into diversity, form, and function within the marine mammal microbiota, and contribute towards our understanding of the microbial diversity, both phylogenetic and functional, which has evolved on Earth.",0,0.0
Disproportionate Premature Birth in Women of Low Socioeconomic Status: A Psychological and Physiological Stress Explanation of Financial Risk Removal,"Objectives: Mothers of low socioeconomic status (SES) and of non-Hispanic black race deliver prematurely more often. The goal of my dissertation was to improve understanding of the mechanism of disproportionate premature birth in low SES women. I tested a psychological and physiological stress explanation of prematurity risk, estimated the effect of the Affordable Care Act (ACA) Medicaid expansion on gestational age (GA), and estimated how the ACA Medicaid expansion effect was influenced by race. Data and Methods: I developed a conceptual framework of how psychological and physiological stress increase premature birth risk utilizing Appraisal and pathophysiology theory. I generated hypotheses about how financial risk removal would impact GA and tested them utilizing variation in expansions in Medicaid eligibility for pregnant women in three matched state pairs and distribution of the Earned Income Tax Credit (EITC). I utilized data from the Pregnancy Risk Assessment Monitoring System and performed multivariate ordinal regressions. I also used national birth record data and exploited state variation in ACA Medicaid expansion status to estimate the impact on GA in non-Hispanic black and all other mothers using multivariate linear regressions and linear probability models. Results: Hypothesis testing based on two of the three Medicaid expansion for pregnant women state pairs and the EITC analyses resulted in significant evidence (one-sided p-values &lt; 0.05) for a direct pathway between psychological stress concerning financial risk, physiological stress, and GA. The ACA Medicaid expansion was associated with an increase in GA for non-Hispanic black mothers (+34 hours), a decrease for all other mothers (–6 hours), and a 3% decrease (95% CI = –5% to –2%) in the incidence of early term or shorter gestation births for non-Hispanic black mothers. Conclusions: Decreasing financial risk for low SES women with Medicaid or the EITC is associated with increased GA. The higher premature birth risk in this population is likely the result of a direct pathway involving psychological and physiological stress. Other financial risk removal strategies should be investigated. The ACA Medicaid expansion did not meaningfully influence GA on a weekly scale but did moderately decrease overall preterm birth risk in non-Hispanic black mothers.",0,0.0
Myd88 Mediated Anti-fibrotic Effects of Folic Acid Treatments in the Management of Drug-Induced Gingival Overgrowths,"Drug Induced Gingival Overgrowth (DIGO) is a disfiguring side effect of three main drug categories namely, anti-convulsants, calcium channel blocking agents and immunosuppressants. Several conventional treatments are currently available but have a high recurrence rate as high as 40%. Moreover, switching or discontinuation of the causative medication may impact the medical treatments. Therefore, new preventive and treatment strategies are currently needed. While the precise etiopathological mechanism of DIGO remains unclear, a role for the inflammation in mediating the fibrotic responses has been investigated. Previous work in the lab noted a key role for Myd88 in facilitating TNF-α secretion that promoted TGF-β mediated collagen synthesis. Further, prior studies had noted efficacy of local delivery of folic acid (FA) in managing DIGO treatment. Based on these observations, this thesis examined the role of Myd88 in mediating folic acid treatments for DIGO in an animal model and human patient samples. This work developed a novel anterior suture and drug-induced mouse model of DIGO that was used to examine the efficacy of FA by controlled local delivery (gel) and water supplementation. A comprehensive set of assays including digital 2D planimetry, 3D volumetric digital imaging, histology, immunostaining and western blots were used to confirm disease induction and response to treatments. Using a transgenic mouse model, the role of Myd88 was confirmed in mediating this process. Finally, immunohistochemical analyses confirmed a role of upregulated MyD88 in DIGO tissues. In summary, this work demonstrated a key role of Myd88 in mediating efficacy of folic acid in managing DIGO that offers an innovative, novel approach in managing gingival fibroses. These findings could be clearly extrapolated to other sites of pathological fibroses.",0,0.0
"Immunological tolerance, pregnancy and pre-eclampsia: the roles of semen microbes and the father","Although it is widely recognised as involving two stages (poor placentation followed by oxidative stress/inflammation), the precise originating causes of pre-eclampsia (PE) remain elusive. We have previously brought together some of the considerable evidence that a (dormant) microbial component is commonly a significant part of its aetiology. However, apart from recognising, consistent with this view, that the many inflammatory markers of PE are also increased in infection, we had little to say about immunity, whether innate or adaptive. In addition, we focussed on the gut, oral and female urinary tract microbiomes as the main sources of the infection. We here marshall further evidence for an infectious component in PE, focussing on the immunological tolerance characteristic of pregnancy, and the well-established fact that increased exposure to the father's semen assists this immunological tolerance. As well as these benefits, however, semen is not sterile, microbial tolerance mechanisms may exist, and we also review the evidence that semen may be responsible for inoculating the developing conceptus with microbes, not all of which are benign. It is suggested that when they are not, this may be a significant cause of pre-eclampsia. A variety of epidemiological and other evidence is entirely consistent with this, not least correlations between semen infection, infertility and PE. Our view also leads to a series of other, testable predictions. Overall, we argue for a significant paternal role in the development of PE through microbial infection of the mother via insemination.",0,0.0
Proceedings of the 37th National Congress of the Italian Society of Histochemistry,Proceedings of the 37th National Congress of the Italian Society of Histochemistry,0,0.0
Household triclosan and triclocarban exposure impacts the adult intestinal microbiome but not the infant intestinal microbiome,"In 2016, the US Food and Drug Administration banned the use of specific microbicides in some household and personal wash products. This decision was due to concerns that these chemicals might induce antibiotic resistance or disrupt human microbial communities. Triclosan and triclocarban (referred to as TCs) are the most common antimicrobials in household and personal care products, but the extent to which TC exposure perturbs microbial communities in humans, particularly during infant development, was unknown. We conducted a randomized intervention of TC-containing household and personal care products during the first year following birth to characterize whether TC exposure from wash products perturbs microbial communities in mothers and their infants. Longitudinal survey of the intestinal microbiota using 16S ribosomal RNA amplicon sequencing showed that TC exposure from wash products did not induce global reconstruction of either infant or maternal intestinal microbiotas following 10 months of exposure after birth. However, broadly antibiotic-resistant species from the phylum Proteobacteria were enriched in stool samples from mothers in TC households only after the introduction of triclosan-containing toothpaste. Despite the minimal effects of TC exposure from wash products on the gut microbial community of infants and adults, these results suggest detected taxonomic differences are associated with potential harmful effects on host physiology, highlighting the need for consumer safety testing of self-care products not subject to the ban on the human microbiome and health outcomes.",0,0.0
Supplement. 4 XXXV Annual Meeting of the Cuyo Biology Society,,0,0.0
"Fetal, Perinatal, Neonatal and Infant Skeletal Palaeopathology as an Indicator of Maternal Health and Population Stress","The palaeopathology of very young individuals offers valuable information for the study of maternal, fetal, perinatal, neonatal and infant health in past populations. The primary aims of this research are to differentiate skeletal pathology from normal appearance in very young individuals, to assess the relationship between the palaeopathology of very young individuals and maternal physiological stress, and to evaluate the ways in which past communities responded to perinatal, infant and maternal mortality. The palaeopathology described below is determined through nondestructive methods analysis of skeletal remains and involves macroscopic examination and metrical analysis. The research sample is drawn from seven archaeological collections (Ardreigh, n=87; Baron Court Farm, n=55; Çatalhöyük, n=86; Gussage All Saints, n=35; Wetwang Slack, n=36; Wharram Percy, n=83; Yewden villa, n=56), two reference collections (Royal College of London, n=199; Scheuer, n=29), one of which also includes archaeological material, and five modern perinatal pathology cases. The identified skeletal pathology is considerable and ranges from minor morphological variation through to agenesis, and trauma associated with obstetric complications. There is strong evidence in the form and severity of palaeopathology for compromised maternal condition during pregnancy. Skeletal pathology was evident in two thirds of the young individuals analysed with the majority of these falling into the perinatal and neonatal age categories. There is evidence for population specific skeletal pathology, particularly with respect to non-metric variants such as intrajugular bridging and vertebral border shifting. Several causes of mortality were positively identified and many individuals display skeletal pathology indicative of a significantly compromised physiological state during gestation and early infancy. Maternal health prior to and during pregnancy is demonstrated to have had a considerable impact on the development and growth of their offspring. The palaeopathology of the past populations studied revealed that they experienced undernutrition and malnutrition, exposure to infectious diseases, accidental and intentional physical trauma and periods of social disruption. These communities also had access to supportive treatment and intervention that is evidenced in the numerous cases of healed and healing skeletal pathology. The response of the living towards the death of mothers and very young individuals in the past populations studied is revealed through their funerary treatment of these individuals and provides insight into the broader socio-cultural and personal contributions to burial practices in each community.",0,0.0
"Análisis de la mujer agresora en Reality Show: ""16 and Pregnant"", ""Teen Mom"" & ""Teen Mom 2""","En este trabajo investigativo de carácter exploratorio se estudió la representación en los medios televisivos de la violencia ejercida por la fémina en contra de su pareja (varón). El análisis de investigación se derivó de las narrativas trasmitidas en el ""Reality TV"": 16 and Pregnant y sus secuelas Teen Mom &amp; Teen Mom 2 , especialmente en los relatos violentos de cuatro adolescentes afrontando el embarazo precoz. El interés científico centrado en las historias relatadas se focalizó en los episodios de violencia cometidos por las féminas. La violencia generada por las jóvenes en contra del varón se investigó desde el aspecto íntimo en que se desató la agresión según presentado por el género televisivo. La manifestación de este fenómeno se estudió también según las tipologías de esta conducta asimilada por las mujeres al maltratar violentamente a sus parejas. Los factores asociados a la agresión desatada en la díada, se analizaron acorde a la relación social entablada por las protagonistas de la serie de televisión y las intenciones de la producción televisiva para ilustrar en este contexto la temática de la violencia en la pareja. El estudio investigativo se fundamentó en las descripciones científicas del fenómeno social de la violencia en las relaciones heterosexuales y del dispositivo televisivo. La distinción del construccionismo del género sociocultural y televisivo (""Reality TV"") en el comportamiento violento desatado en las relaciones románticas e ilustrado mediante la edición tecnológica, determinaron el marco teórico de este trabajo investigativo formulado según la teoría de la construcción de la realidad estipulada por Berger &amp; Luckman (1968). La metodología cualitativa implementada en el estudio investigativo fue la indexación de los procesos metodológicos desarrollados por las investigadoras Colón (1986) y Glesson (2011). La apropiación de las técnicas de investigación ideadas por las científicas consistió en la focalización del intercambio semántico y las características visuales del comportamiento violento adoptados por las madres adolescentes. Los hallazgos derivados de la metodología implementada resaltan la complejidad del fenómeno de la violencia en la pareja (contextualidad, tipologías, direccionalidades y participación de los medios de comunicación para perpetuar o desafiar el entendimiento popular de esta problemática social).",0,0.0
"The bioarchaeology of gendered social processes in Pre- and Post-Contact Native Americans: An analysis of mortuary patterns, health, and activity in the Ohio Valley","This dissertation employs a gendered theoretical perspective to examine the interaction between social status and biological processes in light of social change (subsistence, environment, and contact) in the Ohio Valley region of North America throughout five time periods: Early Woodland (3000BP-2200BP), Early Monongahela (1150AD-1250AD), Middle Monongahela (1250-1580AD), Late Monongahela (1580- 1635AD) and Post-Contact (1756AD-1778AD) periods. Burial data (body position, orientation, location) from site reports was integrated with data from skeletal analysis (n=330). Age and sex estimation were utilized to determine demographic structure. Skeletal and dental pathology was assessed to evaluate population health, and musculoskeletal stress markers (MSMs) were examined to infer activity patterns. Two cluster analyses were performed: traditional mortuary clustering (burial data by biological sex) and biosocial clustering (burial data, skeletal data, age and sex). During the Early Woodland, there was little differentiation in activity, health, and burial pattern by sex or age. An elite burial class was revealed, likely tied to shamanistic practitioners, representing a third gender. Among the Monongahela, older adults may have had a higher status in the Early and Middle periods, with no differentiation by age or sex in the Late period. The Monongahela group employed a system of gender equality, with emerging status in later adulthood. Activity patterns demonstrated that males performed more hunting related activities with both sexes involved in craft production and agricultural labor, with intensification in these patterns in the Late period initiated by climate change. European contact had a detrimental effect on health for the post-contact Delaware as indicated by a catastrophic mortality assemblage. No differences in male and female MSMs were found among the Post-Contact group, and overall robusticity was lower than earlier periods. Although there is historical evidence of male leaders among the Delaware, this was not reflected in burial or activity patterns. This research is significant as it presents a diachronic view of gender, social status, and biological status integrating current theoretical models to infer nuanced aspects of biosocial life among indigenous Ohio Valley groups before and after contact.",0,0.0
How Does Military Experience Influence the Obesity Trend Among Retired Veterans: A Qualitative Grounded Theory Study,"The purpose of this research study was to develop a theory about how military experience influences the obesity trend among retired veterans. The grand tour question was phrased as how does cultural socialization, attributes, predispositions, and available opportunities influence the obesity trend among retired military veterans. The sample population included 15 retired military veterans who were professionals in the government or private industry at the time of the study. Participants were between 38 to 70 years of age and were retired from active duty military service after serving 20 or more continuous years of service. This qualitative study utilized a grounded theory methodology design to develop a theory completely grounded the data collected. Data sources included demographic surveys, interviews, field journal notes, memo writing, and member checking. Overall results suggested maladaptive coping behaviors developed throughout active duty years influence the obesity trend among retired military veterans.",0,0.0
Inequality in Access to Dental and Vision Care: Examining the Role of Income and Insurance,"This dissertation explores inequality in access to dental and vision care. It includes three chapters. The first chapter examines the impact of vision coverage on vision health and vision care utilizations using nationally representative Behavioral Risk Factor Surveillance System (BRFSS) data. It also examines the trend in cost/insurance barrier to access vision care. I found significant evidence suggesting positive relationship between vision insurance and vision care utilization. This finding confirms the findings of previous studies on the same topic. Examining the cost/insurance barrier to access vision care, I have found evidence suggesting increase in the barrier to access vision care in recent years. The second chapter analyzes the effect of the early Medicaid expansion under the Affordable Care Act (ACA) on dental care utilization among U.S. adults using nationally representative BRFSS survey data for the years 2006 to 2012. Childless adults, who were not eligible to be covered in Medicaid before the implementation of the ACA except through 1115 waiver or state/locally funded programs, were made eligible for mainstream Medicaid through the ACA. In this chapter, I examine whether the early implementation of the Medicaid eligibility expansion to childless adults during 2010-2012, gave rise to increase in dental care utilization of this group. Using differences-in-differences model for the analysis, I find no significant evidence of changes in dental care utilization of childless adults in the post expansion period. Also, I find evidence of no (very small) significant change in dental care utilization of childless adults compared to parents in the post eligibility expansion period as Medicaid payment to dentist’s increase. The third chapter analyzes income related inequality and inequity in dental care utilization among adults in New York state using data from the BRFSS survey. To my knowledge, this is the first paper which tries to estimate income related inequality in adult dental care utilization in New York state. I improve on existing inequality literature by using multiple imputation to deal with the problem of calculating income inequality using interval-censored and top-coded income data. This paper calculates inequality using the corrected concentration index proposed by Erreygers which has not been commonly used in previous literature to estimate inequality in dental care utilization. In decomposition of inequality, I allow for heterogeneity in the utilization with respect to need using the procedure proposed by Van de Poel, Van Doorslaer and O’Donnell (2012) and thereby allow for violation of the assumption of vertical equity which is an implicit assumption in decomposition of inequality in previous literature analyzing inequality in dental care. I find evidence of pro-rich inequality and inequity in dental care utilization. The findings suggest that conventional horizontal inequity index overestimates the need-justified index of inequity for the state of New York.",0,0.0
"Abstracts from Nippon Eiseigaku Zasshi (Japanese Journal of Hygiene) vol. 71, no. 3",,0,0.0
A dormant microbial component in the development of pre-eclampsia,"Pre-eclampsia (PE) is a complex, multi-system disorder that remains a leading cause of morbidity and mortality in pregnancy. Four main classes of dysregulation accompany PE, and are widely considered to contribute to its severity. These are abnormal trophoblast invasion of the placenta, anti-angiogenic responses, oxidative stress, and inflammation. What is lacking, however, is an explanation of how these themselves are caused. We here develop the unifying idea, and the considerable evidence for it, that the originating cause of PE (and of the four classes of dysregulation) is in fact microbial infection, that most such microbes are dormant and hence resist detection by conventional (replication-dependent) microbiology, and that by occasional resuscitation and growth it is they that are responsible for all the observable sequelae, including the continuing, chronic inflammation. In particular, bacterial products such as lipopolysaccharide (LPS), also known as endotoxin, are well known as highly inflammagenic and stimulate an innate (and possibly trained) immune response that exacerbates the inflammation further. The known need of microbes for free iron can explain the iron dysregulation that accompanies PE. We describe the main routes of infection (gut, oral, urinary tract infection) and the regularly observed presence of microbes in placental and other tissues in PE. Every known proteomic biomarker of ���pre-eclampsia��� that we assessed has in fact also been shown to be raised in response to infection. An infectious component to PE fulfils the Bradford Hill criteria for ascribing a disease to an environmental cause, and suggests a number of treatments, some of which have in fact been shown to be successful. PE was classically referred to as endotoxaemia or toxaemia of pregnancy, and it is ironic that it seems that LPS and other microbial endotoxins really are involved. Overall, the recognition of an infectious component in the aetiology of PE mirrors that for ulcers and other diseases that were previously considered to lack one.",0,0.0
Antimicrobial Activity of Lactoferrin-Related Peptides and Applications in Human and Veterinary Medicine,"Antimicrobial peptides (AMPs) represent a vast array of molecules produced by virtually all living organisms as natural barriers against infection. Among AMP sources, an interesting class regards the food-derived bioactive agents. The whey protein lactoferrin (Lf) is an iron-binding glycoprotein that plays a significant role in the innate immune system, and is considered as an important host defense molecule. In search for novel antimicrobial agents, Lf offers a new source with potential pharmaceutical applications. The Lf-derived peptides Lf(1-11), lactoferricin (Lfcin) and lactoferrampin exhibit interesting and more potent antimicrobial actions than intact protein. Particularly, Lfcin has demonstrated strong antibacterial, anti-fungal and antiparasitic activity with promising applications both in human and veterinary diseases (from ocular infections to osteo-articular, gastrointestinal and dermatological diseases).",0,0.0
"pH Dependent Antimicrobial Peptides and Proteins, Their Mechanisms of Action and Potential as Therapeutic Agents","Antimicrobial peptides (AMPs) are potent antibiotics of the innate immune system that have been extensively investigated as a potential solution to the global problem of infectious diseases caused by pathogenic microbes. A group of AMPs that are increasingly being reported are those that utilise pH dependent antimicrobial mechanisms, and here we review research into this area. This review shows that these antimicrobial molecules are produced by a diverse spectrum of creatures, including vertebrates and invertebrates, and are primarily cationic, although a number of anionic examples are known. Some of these molecules exhibit high pH optima for their antimicrobial activity but in most cases, these AMPs show activity against microbes that present low pH optima, which reflects the acidic pH generally found at their sites of action, particularly the skin. The modes of action used by these molecules are based on a number of major structure/function relationships, which include metal ion binding, changes to net charge and conformational plasticity, and primarily involve the protonation of histidine, aspartic acid and glutamic acid residues at low pH. The pH dependent activity of pore forming antimicrobial proteins involves mechanisms that generally differ fundamentally to those used by pH dependent AMPs, which can be described by the carpet, toroidal pore and barrel-stave pore models of membrane interaction. A number of pH dependent AMPs and antimicrobial proteins have been developed for medical purposes and have successfully completed clinical trials, including kappacins, LL-37, histatins and lactoferrin, along with a number of their derivatives. Major examples of the therapeutic application of these antimicrobial molecules include wound healing as well as the treatment of multiple cancers and infections due to viruses, bacteria and fungi. In general, these applications involve topical administration, such as the use of mouth washes, cream formulations and hydrogel delivery systems. Nonetheless, many pH dependent AMPs and antimicrobial proteins have yet to be fully characterized and these molecules, as a whole, represent an untapped source of novel biologically active agents that could aid fulfillment of the urgent need for alternatives to conventional antibiotics, helping to avert a return to the pre-antibiotic era.",0,0.0
Clostridium Difficile a New Zoonotic Agent? Assessment of Human Transmission Potential of Hypervirulent Strains of Clostridium Difficile Through Food Products Consumption,"Clostridium difficile is a spore-forming anaerobic bacterium recognised as a major human pathogen responsible for pseudomembranous colitis and nosocomial-antibiotic associated diarrhea. Traditionally, hospitals were considered the main reservoirs for infection. However, in the last years the incidence, deaths, complications and costs of C. difficile infection (CDI) have been rising, not only in healthcare facilities, but also within the community. In the community, it has been detected in a growing number of CDI cases in previously healthy individuals without antimicrobial exposure, hospital stay or any other classical risk factors. Furthermore, the disease has been repeatedly described in younger patients, including children. Some hypotheses have been proposed to explain this peak of community cases, the most obvious being that nowadays more attention is given to CDI surveillance. In the last years, diarrhea due to C. difficile disease might have gone undiagnosed, and in many cases went unreported, particularly in the community. Since 2004, severe outbreaks of CDI have been documented increasingly in the United States, Canada and in Europe. These outbreaks have been associated with the emergence of a novel strain, known as PCR-ribotype 027, characterised by higher than usual levels of toxins A and B production, and the presence of a third toxin named CDT or binary toxin. This strain type is also characterised by its resistance to both erythromycin and fluoroquinolones (i.e. moxifloxacin, gatifloxacin and levofloxacin). However, according to the latest hospital surveillance studies in Europe, since 2010 there is a decrease in the incidence rates of PCR-ribotype 027 while other PCR-ribotypes, including PCR-ribotypes 014, 020, 001, 002, 078 and 015 are increasing. Person to person contact is one source proposed for the spread in the community, occurring after visiting hospitalised patients or residents in long-term care facilities. Employees of these health-care settings can also carry spores and contaminate their entourage. The second hypothesis is contamination from the environment, following visits to a potentially contaminated place, such as hospitals or nursing homes. The two most important potential sources of CDI in the community, which have been demonstrated by investigations in the last decade are animals and foods. While C. difficile is also known as enteric pathogen in some food producing and companion animal species, there are several reports describing the presence of the bacterium in the intestinal contents of apparently healthy animals. Moreover, data published recently suggests animals as an important source of human CDI, which can spread disease through environmental contamination, direct or indirect contact, or food contamination, including carcass and meat contamination at slaughter or in the case of crops, through the use of organic animal manure. By definition, zoonoses are infectious diseases that can be transmitted directly or indirectly between animals and humans, through direct contact or close proximity with infected animals, or through the environment. Foodborne zoonotic pathogens are transmitted via the consumption of contaminated food or drink water. The first description of C. difficile in domestic animals and their environments dates from 1974 and possible foodborne transmission was reported for the first time in 1982.",0,0.0
Contribution to the Study of the Mineral Hypothesis in Relation to the Kashin-Beck Disease in Tibet Autonomous Region,"A little known disease called Kashin-Beck disease (KBD) plagues the poor and rural populations in the Tibet Autonomous Region (T.A.R.) and in other provinces of the People’s Republic of China. It is an endemic and chronic osteochondropathy affecting long bones and joints, sometimes as soon as of the early childhood. Although the etiology of this disease is not clearly established, little doubt remains as to the implication of multiple environmental factors. Intoxication by mycotoxins in cereals and by organic acids in water, deficiencies in selenium and iodine, are all factors having a place in the multifactorial etiology hypothesized. In T.A.R., diet, notably, differentiates the rural community, affected by KBD, from the other communities (nomads and city-dwellers), who remain unaffected. Because more than one chemical element is essential to a healthy bone metabolism, and because there is scarce data, if not any, on the topic, this thesis had to primary objective to investigate the mineral and trace element dietary status of young Tibetan children living in areas endemic for KBD. The first logical action step led us to determine which elements are involved in bone and joints metabolism through an exhaustive review of the scientific literature. Thirty elements were highlighted, and a dozen was deemed relevant in this context. An exploratory study on the Tibetan food composition concluded on a high risk of introducing important bias by using the existing food composition tables for nutritional assessment in T.A.R. Being inescapable tools, a specific food composition table was elaborated for our area of investigation with the close collaboration of the China National Center for Food Safety Risk Assessment (CFSA). During a scientific internship of 7 month in the CFSA, 19 chemical elements were analyzed in not less than 1119 samples of sixteen traditional foods and beverages of rural T.A.R. In order to assess the nutritional status of the children, a cross-sectional study was implemented. 250 preschool children aged 3 to 5 years old from three rural counties around Lhasa were enrolled. They were interviewed twice, at six month of interval, via the 24-hour recall method. The results suggest several imbalances in their dietary mineral intakes compared to the Chinese recommendations. Sodium and manganese intakes are too high, while they are too low for potassium, calcium, zinc, copper and selenium. The Tibetan diet is rich in fiber and in phytic acid, which are susceptible to decrease the bioavailability and to aggravate the deficiencies of the later elements. For this reason, we conducted an animal experimentation on a rat model to assess the apparent digestibility, the fecal excretion and the urinary excretion of minerals and trace elements in the traditional Tibetan dish called tsampa pag . This traditional dish consisting of roasted barley flour mixed with yak butter tea is the mainstay of the Tibetan diet. The results of this experiment suggest low bone mineral density, a possible secondary copper deficiency, and a possible manganese excess in rats that consumed tsampa pag . In view of the results presented, it would be interesting to compare the mineral intake between children living in endemic areas and in non-endemic areas. It would also be interesting to include more of elements known to affect bone metabolism in future studies.",0,0.0
Supplement. 4 XXXIV Reunión Científica Anual de la Sociedad de Biología de Cuyo,,0,0.0
Biomaterial Development and Culture Paradigms to Enhance TMJ Disc Regeneration,"The fibrocartilage temporomandibular joint (TMJ) disc plays an essential role in normal joint function. In the majority of temporomandibular disorders, the disc is susceptible to degeneration and has little ability for self-repair. No alloplastic disc replacements have proven to be suitable for use, therefore tissue engineering is a promising approach that aims to develop a biologically functional disc replacement that could integrate with the joint and restore normal function. Porcine TMJ discs are a readily available scaffold material with an intrinsically similar morphology and characteristic extracellular matrix (ECM) alignment as the human TMJ disc that could be used as an ex vivo derived scaffold material. However, success of tissue engineering is limited by cellular integration and long term viability in dense scaffolds directed, in part, by diffusion limitations and alteration of the ECM. This work first validated the tissue engineering approach through characterization of chronically deformed TMJ discs, identifying key regional deviations in the intermediate and posterior zones of the disc due to disease. Then, focusing on the intermediate region of the disc, investigated how processing methods such as sterilization, decellularization, and laser micro-ablation to incorporate an artificial microporosity in the porcine TMJ disc, can be modulated to produce a scaffold that supports improved cell adhesion with minimal compromise to biomechanical integrity. With a mesenchymal stromal cell population, this scaffold was further shown to support extended cell growth, site-specific remodeling, and chondrogenesis in the presence of exogenous transforming growth factor-beta. Lastly, the feasibility of creating a scaffold that includes the entire disc and attachment tissue was investigated as a method to improve physiologic integration. A biomimetic whole disc culture system that could be used to investigate early cellular integration and remodeling was designed. The processing methods and culture paradigms developed herein can be used to produce a porcine derived TMJ disc biomaterial scaffold, including native attachment tissue, towards the purpose of generating a TMJ disc replacement.",0,0.0
